birth_loc,num_sibs,hosp_visit,height
0,2,0,70.9856461918285
0,0,0,68.04455122616226
0,1,0,66.9942483500105
1,2,1,66.19184867669522
1,7,0,68.99983541496883
0,2,0,66.9179521177702
1,4,0,68.96371513452367
0,1,0,71.07113627206
1,0,0,66.6018882277725
0,5,0,70.96713082892124
0,3,0,64.50027925186029
1,1,0,68.22688405316843
0,1,0,71.6870261744678
0,0,0,62.60861211428491
0,5,0,72.09969770227143
1,2,0,70.71492940623217
0,0,0,67.22527516265161
1,2,0,66.14682398034171
1,0,0,72.3968603842403
0,0,0,67.38802111594444
0,0,0,72.16552561638268
1,0,0,68.008110771576
0,0,0,72.61062800252341
0,0,0,67.36574655363144
0,3,0,67.3645652965159
0,2,0,68.29610477431959
1,3,3,70.62566943605222
0,0,0,72.82170496721622
0,1,0,69.56963734722346
0,2,0,70.82801939990807
0,2,0,71.2274083420426
0,0,0,69.21494697417545
0,0,0,72.0631716957426
1,2,0,69.23699676496106
0,0,0,68.89425821737608
0,4,0,68.70796620783652
0,1,0,64.14784972637666
0,2,0,67.7189731114699
0,1,6,69.39133710371804
0,5,0,67.71781853950641
0,0,0,68.98448087855745
0,0,0,70.29852060910629
1,0,0,73.91809067976301
1,0,0,68.12793796344224
1,0,0,70.54241481897236
1,0,0,67.17369885498827
0,0,0,74.35823399124152
0,0,0,73.35468853784211
0,0,4,72.63150528384135
0,3,0,71.46221379793113
0,0,0,78.94871491397227
1,3,0,69.00412958252714
1,3,0,71.04729402924215
0,0,0,67.92355131938571
0,0,0,71.00399755911704
0,1,0,72.3061590051492
0,0,2,69.48404955118096
0,0,0,67.31300858815617
1,0,0,64.18618107708758
0,1,0,73.15821298806311
0,1,0,74.35781738931549
0,8,0,72.15277253592514
0,1,3,68.2267210470882
0,0,0,67.53516582594654
0,4,0,71.832110269206
0,0,0,69.7186049049677
1,1,0,73.17444385975452
1,1,0,72.42532367960915
0,0,0,69.67046192555715
0,0,0,68.7915778136865
0,1,0,73.11727340717405
0,1,0,68.35348226832168
1,0,0,69.06143139935813
0,0,0,72.73628439570072
0,3,0,71.42914818661393
1,0,1,69.25018941816464
0,0,0,71.63028739139568
0,2,0,69.70796167088439
0,1,0,70.25736958959392
0,4,0,68.52011459735542
0,1,0,70.5606593245901
0,2,0,70.24288422718547
1,1,5,67.95565765558067
0,0,0,71.1971904741587
0,0,0,65.64688020801998
0,0,0,69.13196268567543
1,0,0,68.47137721603715
0,0,1,67.6629742507552
0,0,0,69.68611082441736
0,4,2,71.46261849810958
0,2,18,68.34524098362718
0,0,0,68.804762477128
0,0,4,71.05055718479286
1,0,0,76.25240510988861
1,2,0,63.857656706830475
0,0,0,72.3020006909177
0,2,0,64.14304933536926
0,1,0,71.25658780393627
0,0,3,70.40180226606343
0,0,0,70.13699194074222
1,0,0,67.44510497328983
0,0,0,71.33093029961626
0,2,0,72.37743392316838
0,2,5,70.12410233385583
1,2,3,74.8516385820483
0,0,7,67.30307851398248
0,1,0,69.28660257110312
0,1,0,70.37348875503584
1,1,0,76.06756344612037
0,1,0,73.35348135052394
0,0,0,70.15190903110914
0,3,0,76.70846370485835
0,0,0,69.7414035104136
0,0,0,71.98103362770833
1,5,0,66.65731278497022
0,0,0,71.18980417144196
1,0,0,67.98272232113675
0,0,0,73.57545100890918
0,2,0,71.56796649517898
0,2,0,64.82132943627003
1,2,0,72.57936613825389
0,0,0,72.05483028004036
1,2,2,66.7839726950271
1,1,0,73.7274624477478
0,2,24,72.54766489609553
0,1,0,69.82794423991116
0,1,0,71.03658968372757
0,0,0,69.94867189728414
1,0,0,70.57869552106436
0,0,0,70.4000578174845
1,1,0,72.84018189835717
1,0,0,70.22924220639729
0,1,0,67.80724290623
1,1,0,72.54721884636777
0,0,0,69.54186889625467
0,0,24,72.33877130317886
0,7,0,73.7261567982957
0,1,0,71.86008557453232
0,5,0,69.90950484899867
0,0,2,71.72126857304191
0,0,0,72.01029473616735
0,1,0,69.38033003527546
0,1,0,67.69457343534063
0,5,0,71.7585884839818
1,1,0,68.92458387632308
0,0,0,68.19112472019555
0,2,0,67.82911559097595
0,0,2,68.70063948623108
0,0,0,67.4427584850933
1,0,0,71.79053788264133
1,0,0,71.84609597151989
0,0,3,73.15146914647039
1,2,8,69.05607036380557
0,4,0,71.13588613645696
0,5,0,73.46079986631464
0,0,0,71.82062273016538
1,4,0,70.55207677136116
0,1,0,69.24724182585214
0,0,0,67.65816408859118
0,0,0,66.2352716456081
0,0,0,68.16478441360027
0,0,0,69.52239613326861
0,2,0,67.78626379189558
1,3,0,69.53153968100287
1,0,0,75.44023701455195
0,1,0,75.1301301792072
0,4,0,69.78369293300875
1,3,1,67.9477484226368
0,2,0,69.18039150497958
1,2,0,67.44088533467264
0,0,0,72.15324808279149
0,0,0,66.61267506481933
0,2,1,70.08784903914353
0,0,0,67.5178661340657
1,4,0,68.1909072724345
0,0,0,73.01837072167005
1,6,0,70.00591607335443
0,0,0,66.1633384610383
1,2,8,72.83945725155681
0,2,0,75.68117377187515
1,0,0,69.77301960131702
1,5,0,63.71454558952942
0,0,0,68.14590131161984
0,0,0,74.41105140575308
0,1,0,74.57978354903629
0,3,0,68.19867574908947
0,0,0,69.0130565538899
0,5,4,73.67801083544298
0,0,0,71.10882219914642
0,0,0,72.23677367457837
1,1,0,67.97152499175532
0,1,0,68.93974302090358
0,0,3,67.86241620689337
1,0,0,71.95850695913843
0,0,0,67.8808135916056
1,0,0,68.48651491747466
0,0,0,70.41060529529942
0,0,0,67.48261248610063
0,0,0,70.66830396774861
1,0,1,70.05037583856958
0,0,0,67.76235991553507
0,0,0,65.2438511894387
0,1,1,67.31398303900676
0,1,0,66.147421171015
0,4,0,67.48560514839407
0,1,0,70.66314984706422
0,3,24,68.66115220185713
0,0,4,69.67665219620345
1,0,0,71.87540936669107
0,0,0,70.1060940180728
0,0,0,66.24307894253992
0,2,84,70.243122191341
1,0,0,70.3031977233885
0,3,0,68.6795594832334
1,4,0,74.26525419195414
0,0,0,72.10716770087967
0,0,0,72.17754575605674
0,1,0,67.6173764571537
1,0,0,66.49938948092301
0,2,0,65.65273048298492
0,2,0,67.76539284914497
0,0,0,70.43496015225001
0,0,0,66.6544385091027
1,1,0,68.52888257298137
0,2,0,70.2876699551604
1,0,0,64.93245248688899
0,1,0,67.52693798837566
1,0,0,67.81718908524718
0,0,0,68.21124011032141
0,2,0,68.60362146736858
1,0,0,71.25812833260274
0,4,0,70.80850822386438
0,0,0,69.14773321779971
1,1,0,64.86373373470737
0,0,0,66.76577814940953
0,3,0,68.59009000841367
0,0,4,68.74192003390905
0,2,0,66.65668339772355
1,3,0,71.17251876434798
0,2,0,72.22612385802623
0,2,0,71.9266419331243
0,0,8,70.29982950179279
1,0,0,69.07794958035004
1,1,0,69.30051987263803
0,1,0,66.98214863583863
0,2,1,69.44691324273182
0,1,0,68.23794699705208
0,7,0,68.68364098533881
0,2,0,73.21866874043879
0,0,0,72.23312617486972
0,0,5,65.69398618976031
1,1,0,66.1808135285414
0,1,0,67.84016826301595
1,0,0,71.36514956626682
0,4,0,70.19318445614236
0,0,0,72.6682671170565
0,0,3,69.47629624820618
0,0,0,65.64766364840666
0,1,0,70.38934574804527
0,3,0,67.64052959777433
1,1,0,68.95712055297868
0,3,0,67.78444671147605
0,1,0,67.17599829578985
1,2,0,72.69037669606219
0,0,0,72.08860271711796
1,0,0,68.42252714881863
0,0,12,69.5766501255401
0,0,5,66.1988191917481
0,2,0,73.91991249297672
0,3,1,73.14971285545641
1,0,0,69.10876699748276
0,2,0,66.04923810286239
1,0,0,73.88320472063965
1,1,0,72.63257208847746
0,2,5,69.17802027025631
0,4,0,67.8948750567601
0,0,0,69.0493413533148
0,1,0,70.92537198485094
0,0,3,67.77402485832013
1,0,0,74.61580447637402
1,8,0,69.74316581279884
0,0,0,73.90856265060691
0,0,0,70.2671833035535
1,0,0,71.43555512199177
0,0,0,65.5300463478273
0,0,0,63.74272232958899
1,2,1,69.31950209465055
1,0,0,66.898921381459
0,0,0,68.22864212514168
1,0,0,69.97043682194355
0,5,0,72.26350956141886
0,8,0,71.49274778345955
0,7,3,69.2382079629118
0,0,0,72.236873315989925
0,0,2,68.48977519282751
1,0,0,69.61547880892107
0,2,0,74.60692266088515
0,0,0,66.34909279230936
0,0,0,68.64831922161873
1,1,0,72.370199710392
0,1,0,70.90598976027647
0,0,0,76.11200288343134
1,3,0,73.35751633323123
0,2,0,69.35052622656384
0,0,0,74.62039686005845
0,1,0,69.04922891883749
0,0,0,65.63664011823663
0,3,0,69.0388335337492
0,1,2,68.23199344757705
1,0,0,72.28272661904106
0,2,0,65.10178000376277
0,5,0,67.6338135577331
1,4,0,68.77340330400375
0,7,0,73.28293522507116
0,0,0,70.73837516131042
0,1,0,67.29092384171828
0,0,0,72.72241505966704
0,2,0,67.61747933740648
0,1,0,67.24325549370448
0,0,0,74.41312487421578
0,1,5,70.4411000263372
1,2,0,71.83785289319408
0,1,0,66.38757998871546
0,0,0,67.01065373836272
0,0,0,67.17077952961755
0,5,0,71.85089806357759
0,0,0,66.56257396871568
1,2,0,66.3105918691178
0,0,0,67.1377176536325
0,0,0,71.6030982850104
0,1,0,70.95225008134226
0,0,0,69.22698519013773
0,3,0,69.28361553742339
1,1,0,71.48994330421665
1,0,0,67.38639317798811
0,4,0,66.79889474994107
0,0,0,67.04192857118319
1,1,0,68.69119411596117
0,0,10,73.03710236273152
0,0,0,70.30979034333603
0,1,12,67.78059840163809
1,0,0,70.17392592982125
0,8,0,68.72995712555904
0,2,21,74.07637322714992
0,0,0,64.2384634711496
0,0,0,69.03649980166921
0,3,0,72.88480543781667
0,8,0,68.09663845593272
0,3,0,69.27195987193286
0,0,0,71.45782297953897
0,0,0,76.13722375021389
1,0,0,69.28208357257776
0,2,0,72.68679559929863
1,1,0,73.0917746212556
0,0,5,66.25655940566868
0,0,0,67.84951585071427
0,0,1,69.59489133304717
1,0,0,73.52907825574077
0,0,0,71.54053421806552
0,2,1,70.55121220786563
0,2,0,69.30682225670155
0,0,21,74.14365980522783
0,0,0,69.71153249742807
0,2,0,67.39346466642203
0,0,0,64.91601957679433
0,5,0,70.92480213961727
0,2,0,71.3369030587196
0,0,0,71.56949595412594
1,2,0,72.09871342281299
0,0,0,73.35431404563836
1,3,0,71.41264711634199
1,2,0,69.098275585074
0,3,0,68.65543951358404
0,0,0,71.27742078718285
0,0,0,70.07753162041894
0,0,0,70.16528763617507
0,2,2,70.41390939389365
0,0,0,68.85100912727209
0,5,0,66.75921851506854
0,4,0,67.50659068650579
0,1,0,69.78175883951262
0,1,1,71.20512277963707
0,2,0,67.44484121480163
1,0,0,70.9849814801222
1,3,0,68.18330916724119
0,2,0,69.78763559102265
0,5,0,70.08362388824182
1,1,0,70.55004835073163
0,0,0,71.77720032507544
0,0,0,71.34404789540444
1,4,0,72.54060767016311
0,0,1,69.98042720458783
0,0,0,72.39361931215657
0,0,0,67.82408752072769
0,2,0,69.06361318784346
1,0,0,73.58914645875029
0,1,0,66.87273022730707
1,2,0,67.12463833981163
0,3,0,66.66601374938446
0,4,0,71.91515998828942
1,0,0,67.4433178390698
0,0,0,72.06490197411954
0,0,0,73.69261436220565
1,1,0,72.41402777032687
1,0,0,71.16161594092392
0,0,0,67.44782161088447
1,4,0,69.01668314788039
0,0,0,74.55280968410742
0,2,0,67.9296733593121
0,1,0,65.48124549089101
0,4,0,65.2955970765555
0,1,6,71.05152075981071
1,0,0,70.53096930049811
0,2,0,73.75879964808603
0,0,0,67.51760042913438
0,1,0,72.79817302052793
0,0,0,68.59391527216334
0,0,0,69.64113862112734
0,0,0,70.48416919507731
0,1,1,71.76146619908991
0,2,0,69.1247443944046
0,0,0,67.61749734409005
0,1,0,71.48003927165581
0,0,0,72.61168201498617
1,0,0,70.2171622414924
0,1,0,68.88126911401724
0,0,0,66.1437740006806
0,2,0,71.89243125396459
0,8,0,70.77033715263607
0,0,0,68.78944347722613
0,0,0,66.77574621633596
0,0,0,72.73619494578377
0,1,0,73.41492541719137
0,1,0,69.80096079031124
0,3,0,71.01120498917113
0,0,0,72.36367637639253
0,0,0,70.13945543909246
0,2,0,67.31770178797947
0,0,0,72.9975694923483
0,0,0,68.97374261029138
1,0,0,70.29540720507646
0,0,1,68.20413151488455
1,0,0,75.78543650104561
1,0,0,74.51931397029706
0,1,0,69.47702282100835
0,0,2,72.05353476952342
1,5,1,71.32633437678231
0,0,0,67.80656403642267
0,2,0,70.66665402308716
0,1,0,69.29935129246559
0,1,0,72.0477340524563
1,0,0,74.05416809170664
0,0,0,67.68033667595599
0,0,0,64.40249588547866
1,0,0,70.23440955311585
0,0,0,70.22933816201709
0,2,0,66.50861838899623
0,0,0,74.18327015911036
1,3,0,70.79677515162776
1,0,1,73.87984691770603
1,7,0,63.1305441588353
1,2,0,73.20588021982321
0,0,1,71.94449135069016
0,1,0,65.89627377474591
0,2,0,67.29344064703507
1,2,0,67.45736933920979
1,0,1,68.56823405931463
0,1,0,66.16443374537774
0,0,0,75.83004306853789
0,0,0,69.77870124448837
1,0,0,71.67040793308631
0,0,0,68.21120336991426
0,0,0,73.57918058878866
0,2,0,70.07884550748226
0,2,0,63.000018646275194
1,2,0,71.48878368444255
0,0,0,70.51873326738857
0,0,0,68.47986757656562
0,0,0,74.69983120107764
0,4,0,71.50016540560671
1,2,0,69.82969386635865
1,0,0,68.72463554904117
1,0,0,71.28034568381648
0,1,0,73.82399187930865
0,3,0,68.65032058964314
0,1,0,70.58021745599963
0,0,0,74.17206709317672
0,0,0,72.64264949810067
0,5,0,70.6882395588648
0,0,6,68.20163210001596
1,3,0,68.97273694051829
0,0,0,68.17878922494594
0,0,2,73.0777329749826
1,8,1,65.46759182720099
0,2,0,69.5237347481178
0,0,0,71.09128565517395
0,1,0,74.01988291122674
0,1,0,70.67251087140089
0,0,0,73.99180145769488
0,0,0,68.0319641816226
0,1,0,73.07108422495907
0,0,0,66.33261560834487
0,0,2,72.53025412015232
0,0,0,62.10850468835649
0,2,0,66.49376782456997
0,3,0,67.9440350477604
0,0,0,68.9514058920667
1,0,0,70.38895221760396
0,1,0,72.17626161964006
0,0,0,73.08997742054602
1,3,0,72.43310820262464
0,0,3,69.03029398771191
1,1,0,70.66583829251513
0,0,3,69.21403749760012
1,0,0,67.1015953689022
1,0,0,70.88621943909169
1,0,5,69.6031647736894
1,0,0,72.88105161014681
0,0,0,72.26743945115018
1,0,0,65.53855312136804
0,6,1,69.41277963990225
0,1,0,66.1132862798971
0,6,0,70.20534662699747
1,0,0,72.21404705387337
0,1,0,69.82155182117904
0,2,0,71.09201554675062
1,2,0,68.10342145084593
1,0,0,69.07119113862993
0,0,1,63.28238952623005
0,2,0,70.47929266567198
1,1,0,69.16948500192993
0,0,0,67.69541343361769
0,0,1,70.86547846717683
0,0,4,69.02063604486143
0,0,0,68.82972987806446
0,0,0,73.48199567992704
0,2,0,68.45188518465761
1,0,0,74.3944312762977
1,0,15,68.96548907879404
0,4,0,74.47174526527668
1,0,0,74.6714172812554
0,3,0,69.31082153572427
0,0,0,70.77167395096976
1,5,0,66.95032457273221
0,8,0,68.98951110475241
0,0,0,68.41373491087573
0,0,0,73.05082170146774
1,0,0,69.47709977506977
1,0,0,69.6028407161213
1,0,0,68.1089084333199
0,6,0,68.39220168097923
0,0,0,71.39562861822954
1,2,0,74.23451041567262
0,1,0,69.59508849039443
0,0,0,74.09555104091775
0,1,0,68.75872799312268
1,3,0,69.92764323510461
0,5,0,68.77396107892157
0,0,0,72.72361779519922
0,0,18,69.6128294735139
0,0,3,69.85372500920082
1,1,0,71.07657313952397
0,0,0,74.7583334578937
0,2,0,68.49298010922769
1,1,3,71.39430163817958
1,4,1,70.26020988867421
0,0,0,73.94011529959022
0,0,0,71.6868877847196
0,1,0,66.09356779005851
0,4,0,71.03789501571724
0,2,0,66.91919058107666
0,3,0,73.06576988974477
0,0,0,69.79056413075368
1,3,0,67.71183001608273
0,0,0,70.83655513905671
0,0,0,70.08425700163194
0,0,0,66.40514883737536
0,0,0,71.84093604466825
0,4,0,74.4381385727166
0,0,0,65.339508240714
1,0,9,71.89192914654025
0,0,0,65.62659609407464
0,1,0,62.87577665654447
1,1,0,68.30424792123658
0,0,0,69.20237440235879
0,2,0,67.49600010800901
0,2,8,72.52937028026953
0,5,0,64.83286062994385
0,2,0,68.90360139978948
0,1,0,73.00035981635888
0,0,0,68.31027130116736
0,7,0,70.669338424957445
0,1,32,71.69357581912341
0,0,0,71.11778966566074
0,0,0,67.413295551488
0,0,0,69.44679344283323
0,1,64,73.5408338444362
0,1,3,68.46466554280697
0,0,0,72.23364376957043
0,0,0,71.61632435542147
0,0,0,70.85129483394172
0,2,0,70.98002843414233
0,2,0,75.43501188867182
1,2,0,70.67089055136904
0,6,0,70.28622405977102
0,5,0,72.44009983036771
0,2,0,72.4128386341557
0,0,0,69.50506924691378
1,0,0,72.13250086848714
0,4,0,70.01361040466546
0,0,0,68.27942792335946
0,2,1,72.61141569501238
0,0,0,62.70270954821547
1,0,0,66.77359228552154
0,0,0,72.11329642216273
0,0,75,73.3772858884111
1,0,0,67.41613876388192
0,0,0,73.24964214890646
1,3,0,69.92934349720008
1,1,0,71.73900442018721
0,0,0,69.58576168728584
0,2,0,66.97755039464147
0,0,0,68.114480997144085
0,0,0,72.31590329755845
1,0,0,72.55168674999095
0,0,0,73.5562587822201
0,1,0,69.27949728671484
0,0,0,74.33476747608997
0,1,0,72.41109082118649
0,4,0,73.18466930044968
1,2,0,72.2097332538866
0,0,0,69.2579838068713
1,0,0,73.81153624923982
0,0,2,67.2103438598646
1,1,0,69.92264410237519
1,0,0,69.32069373928185
0,0,2,70.49844818817137
0,3,22,67.93223667875299
1,1,0,67.23634549023134
0,1,0,76.31596198918803
0,6,0,69.21512198865108
0,2,0,69.35311355591507
0,1,0,72.91242224539334
0,0,0,64.44849980756109
0,0,0,67.01625537361218
1,0,0,71.3944568709306
1,2,0,70.48697304166211
0,1,0,73.06000246689686
0,0,0,72.19596263642387
0,0,0,71.749150704611
0,0,52,67.81970802759224
1,0,0,69.70120832215008
0,2,0,68.61670981118628
0,0,5,72.5175537860548
0,0,38,70.48938065631397
0,6,0,71.88242130585003
0,2,1,65.11894366054138
0,0,0,72.07498387913941
0,4,0,73.7266997934075
